GEN,ObservationDate,Confirmed,Deaths
Munich,2020-03-02T17:00:00+0000,0.7,0
Munich,2020-03-03T17:00:00+0000,1.5,0
Munich,2020-03-04T17:00:00+0000,2.5,0
Munich,2020-03-05T17:00:00+0000,3.8,0.26
Munich,2020-03-06T17:00:00+0000,5.3,0.5
Munich,2020-03-07T17:00:00+0000,7.5,0.95
Munich,2020-03-08T17:00:00+0000,10.2,1.6
Munich,2020-03-09T17:00:00+0000,12.8,2.42
Munich,2020-03-10T17:00:00+0000,15.8,3.79
Munich,2020-03-11T17:00:00+0000,19.3,5.74
Munich,2020-03-12T17:00:00+0000,23.2,8.02
Munich,2020-03-13T17:00:00+0000,27.5,11.09
Munich,2020-03-14T17:00:00+0000,31.9,14.74
Munich,2020-03-15T17:00:00+0000,36.4,19.16
Munich,2020-03-16T17:00:00+0000,41,24.4
Munich,2020-03-17T17:00:00+0000,45.7,30.05
Munich,2020-03-18T17:00:00+0000,50.7,36.1
Munich,2020-03-19T17:00:00+0000,55.9,42.54
Munich,2020-03-20T17:00:00+0000,61.1,49.18
Munich,2020-03-21T17:00:00+0000,66.1,56.21
Munich,2020-03-22T17:00:00+0000,71.1,63.43
Munich,2020-03-23T17:00:00+0000,75.8,70.84
Munich,2020-03-24T17:00:00+0000,80.3,78.45
Munich,2020-03-25T17:00:00+0000,84.3,86.26
Munich,2020-03-26T17:00:00+0000,87.7,94.07
Munich,2020-03-27T17:00:00+0000,90.7,102.07
Munich,2020-03-28T17:00:00+0000,93.1,109.68
Munich,2020-03-29T17:00:00+0000,94.6,116.9
Munich,2020-03-30T17:00:00+0000,95.4,123.54
Munich,2020-03-31T17:00:00+0000,95.5,129.2
Munich,2020-04-01T17:00:00+0000,94.9,133.88
Munich,2020-04-02T17:00:00+0000,93.7,137.78
Munich,2020-04-03T17:00:00+0000,92,140.52
Munich,2020-04-04T17:00:00+0000,90,142.47
Munich,2020-04-05T17:00:00+0000,88,143.44
Munich,2020-04-06T17:00:00+0000,85.7,143.64
Munich,2020-04-07T17:00:00+0000,83.4,143.44
Munich,2020-04-08T17:00:00+0000,80.7,142.86
Munich,2020-04-09T17:00:00+0000,77.7,141.69
Munich,2020-04-10T17:00:00+0000,74.4,140.12
Munich,2020-04-11T17:00:00+0000,71,137.78
Munich,2020-04-12T17:00:00+0000,67.4,135.05
Munich,2020-04-13T17:00:00+0000,63.9,131.73
Munich,2020-04-14T17:00:00+0000,60.3,127.83
Munich,2020-04-15T17:00:00+0000,57.2,123.34
Munich,2020-04-16T17:00:00+0000,54.4,118.46
Munich,2020-04-17T17:00:00+0000,51.7,113
Munich,2020-04-18T17:00:00+0000,49.3,107.53
Munich,2020-04-19T17:00:00+0000,47,101.87
Munich,2020-04-20T17:00:00+0000,44.9,96.41
Munich,2020-04-21T17:00:00+0000,42.9,91.14
Munich,2020-04-22T17:00:00+0000,40.9,86.07
Munich,2020-04-23T17:00:00+0000,38.9,81.19
Munich,2020-04-24T17:00:00+0000,37.1,76.89
Munich,2020-04-25T17:00:00+0000,35.3,72.99
Munich,2020-04-26T17:00:00+0000,33.6,69.28
Munich,2020-04-27T17:00:00+0000,31.9,65.57
Munich,2020-04-28T17:00:00+0000,30.2,61.87
Munich,2020-04-29T17:00:00+0000,28.6,58.16
Munich,2020-04-30T17:00:00+0000,27.3,54.64
Munich,2020-05-01T17:00:00+0000,26.1,51.13
Munich,2020-05-02T17:00:00+0000,25.1,47.62
Munich,2020-05-03T17:00:00+0000,24.1,44.11
Munich,2020-05-04T17:00:00+0000,23.2,40.79
Munich,2020-05-05T17:00:00+0000,22.4,37.67
Munich,2020-05-06T17:00:00+0000,21.5,34.74
Munich,2020-05-07T17:00:00+0000,20.5,31.81
Munich,2020-05-08T17:00:00+0000,19.5,29.08
Munich,2020-05-09T17:00:00+0000,18.5,26.54
Munich,2020-05-10T17:00:00+0000,17.5,24.59
Munich,2020-05-11T17:00:00+0000,16.5,22.83
Munich,2020-05-12T17:00:00+0000,15.6,21.27
Munich,2020-05-13T17:00:00+0000,14.8,20.1
Munich,2020-05-14T17:00:00+0000,14,19.32
Munich,2020-05-15T17:00:00+0000,13.3,18.35
Munich,2020-05-16T17:00:00+0000,12.7,17.17
Munich,2020-05-17T17:00:00+0000,12.2,15.81
Munich,2020-05-18T17:00:00+0000,11.7,14.44
Munich,2020-05-19T17:00:00+0000,11.2,13.08
Munich,2020-05-20T17:00:00+0000,10.7,11.51
Munich,2020-05-21T17:00:00+0000,10.2,9.76
Munich,2020-05-22T17:00:00+0000,9.8,8.2
Munich,2020-05-23T17:00:00+0000,9.3,7.03
Munich,2020-05-24T17:00:00+0000,8.8,6.05
Munich,2020-05-25T17:00:00+0000,8.3,5.27
Munich,2020-05-26T17:00:00+0000,7.9,4.68
Munich,2020-05-27T17:00:00+0000,7.5,4.29
Munich,2020-05-28T17:00:00+0000,7.2,4.1
Munich,2020-05-29T17:00:00+0000,7,4.1
Munich,2020-05-30T17:00:00+0000,6.7,4.1
Munich,2020-05-31T17:00:00+0000,6.6,3.9
Munich,2020-06-01T17:00:00+0000,6.5,3.71
Munich,2020-06-02T17:00:00+0000,6.4,3.51
Munich,2020-06-03T17:00:00+0000,6.2,3.12
Munich,2020-06-04T17:00:00+0000,6.1,2.54
Munich,2020-06-05T17:00:00+0000,6,1.95
Munich,2020-06-06T17:00:00+0000,5.8,1.37
Munich,2020-06-07T17:00:00+0000,5.7,0.98
Munich,2020-06-08T17:00:00+0000,5.5,0.59
Munich,2020-06-09T17:00:00+0000,5.3,0.2
Munich,2020-06-10T17:00:00+0000,5.2,0
Munich,2020-06-11T17:00:00+0000,5.2,0
Munich,2020-06-12T17:00:00+0000,5.2,0
Munich,2020-06-13T17:00:00+0000,5.3,0
Munich,2020-06-14T17:00:00+0000,5.4,0
Munich,2020-06-15T17:00:00+0000,5.6,0
Munich,2020-06-16T17:00:00+0000,5.7,0
Munich,2020-06-17T17:00:00+0000,5.9,0
Munich,2020-06-18T17:00:00+0000,6.1,0
Munich,2020-06-19T17:00:00+0000,6.2,0
Munich,2020-06-20T17:00:00+0000,6.4,0
Munich,2020-06-21T17:00:00+0000,6.6,0
Munich,2020-06-22T17:00:00+0000,6.8,0
Munich,2020-06-23T17:00:00+0000,7,0
Munich,2020-06-24T17:00:00+0000,7.3,0
Munich,2020-06-25T17:00:00+0000,7.6,0
Munich,2020-06-26T17:00:00+0000,8,0
Munich,2020-06-27T17:00:00+0000,8.3,0
Munich,2020-06-28T17:00:00+0000,8.5,0
Munich,2020-06-29T17:00:00+0000,8.9,0
Munich,2020-06-30T17:00:00+0000,9.1,0
Munich,2020-07-01T17:00:00+0000,9.3,0
Munich,2020-07-02T17:00:00+0000,9.5,0
Munich,2020-07-03T17:00:00+0000,9.6,0
Munich,2020-07-04T17:00:00+0000,9.7,0
Munich,2020-07-05T17:00:00+0000,9.8,0
Munich,2020-07-06T17:00:00+0000,9.8,0
Munich,2020-07-07T17:00:00+0000,9.8,0
Munich,2020-07-08T17:00:00+0000,9.8,0
Munich,2020-07-09T17:00:00+0000,9.8,0
Munich,2020-07-10T17:00:00+0000,9.8,0
Munich,2020-07-11T17:00:00+0000,9.8,0
Munich,2020-07-12T17:00:00+0000,9.8,0
Munich,2020-07-13T17:00:00+0000,9.8,0
Munich,2020-07-14T17:00:00+0000,9.7,0
Munich,2020-07-15T17:00:00+0000,9.6,0
Munich,2020-07-16T17:00:00+0000,9.5,0
Munich,2020-07-17T17:00:00+0000,9.4,0
Munich,2020-07-18T17:00:00+0000,9.3,0
Munich,2020-07-19T17:00:00+0000,9.1,0
Munich,2020-07-20T17:00:00+0000,8.9,0
Munich,2020-07-21T17:00:00+0000,8.9,0
Munich,2020-07-22T17:00:00+0000,8.9,0
Munich,2020-07-23T17:00:00+0000,8.9,0
Munich,2020-07-24T17:00:00+0000,8.9,0
Munich,2020-07-25T17:00:00+0000,8.9,0
Munich,2020-07-26T17:00:00+0000,9,0
Munich,2020-07-27T17:00:00+0000,9.1,0
Munich,2020-07-28T17:00:00+0000,9.2,0
Munich,2020-07-29T17:00:00+0000,9.2,0
Munich,2020-07-30T17:00:00+0000,9.3,0
Munich,2020-07-31T17:00:00+0000,9.4,0
Munich,2020-08-01T17:00:00+0000,9.7,0
Munich,2020-08-02T17:00:00+0000,10,0
Munich,2020-08-03T17:00:00+0000,10.5,0
Munich,2020-08-04T17:00:00+0000,11.1,0
Munich,2020-08-05T17:00:00+0000,11.8,0
Munich,2020-08-06T17:00:00+0000,12.6,0
Munich,2020-08-07T17:00:00+0000,13.5,0
Munich,2020-08-08T17:00:00+0000,14.6,0
Munich,2020-08-09T17:00:00+0000,15.7,0
Munich,2020-08-10T17:00:00+0000,17,0
Munich,2020-08-11T17:00:00+0000,18.4,0
Munich,2020-08-12T17:00:00+0000,19.8,0
Munich,2020-08-13T17:00:00+0000,21.4,0
Munich,2020-08-14T17:00:00+0000,23,0
Munich,2020-08-15T17:00:00+0000,24.7,0
Munich,2020-08-16T17:00:00+0000,26.4,0
Munich,2020-08-17T17:00:00+0000,28.2,0
Munich,2020-08-18T17:00:00+0000,29.9,0
Munich,2020-08-19T17:00:00+0000,31.6,0
Munich,2020-08-20T17:00:00+0000,33.2,0
Munich,2020-08-21T17:00:00+0000,34.7,0
Munich,2020-08-22T17:00:00+0000,36.1,0
Munich,2020-08-23T17:00:00+0000,37.4,0
Munich,2020-08-24T17:00:00+0000,38.4,0
Munich,2020-08-25T17:00:00+0000,39.5,0
Munich,2020-08-26T17:00:00+0000,40.5,0
Munich,2020-08-27T17:00:00+0000,41.6,0
Munich,2020-08-28T17:00:00+0000,42.6,0
Munich,2020-08-29T17:00:00+0000,43.6,0
Munich,2020-08-30T17:00:00+0000,44.5,0
Munich,2020-08-31T17:00:00+0000,45.4,0
Munich,2020-09-01T17:00:00+0000,46.2,0
Munich,2020-09-02T17:00:00+0000,47,0
Munich,2020-09-03T17:00:00+0000,47.5,0
Munich,2020-09-04T17:00:00+0000,48,0
Munich,2020-09-05T17:00:00+0000,48.6,0
Munich,2020-09-06T17:00:00+0000,49.3,0
Munich,2020-09-07T17:00:00+0000,50.1,0
Munich,2020-09-08T17:00:00+0000,51,0
Munich,2020-09-09T17:00:00+0000,52,0
Munich,2020-09-10T17:00:00+0000,53,0
Munich,2020-09-11T17:00:00+0000,54.1,0
Munich,2020-09-12T17:00:00+0000,55.1,0
Munich,2020-09-13T17:00:00+0000,55.9,0
Munich,2020-09-14T17:00:00+0000,56.6,0.2
Munich,2020-09-15T17:00:00+0000,57,0.59
Munich,2020-09-16T17:00:00+0000,57.3,1.17
Munich,2020-09-17T17:00:00+0000,57.5,1.95
Munich,2020-09-18T17:00:00+0000,57.5,2.73
Munich,2020-09-19T17:00:00+0000,57.3,3.51
Munich,2020-09-20T17:00:00+0000,57.1,4.29
Munich,2020-09-21T17:00:00+0000,56.9,4.88
Munich,2020-09-22T17:00:00+0000,56.6,5.27
Munich,2020-09-23T17:00:00+0000,56.2,5.46
Munich,2020-09-24T17:00:00+0000,55.8,5.66
Munich,2020-09-25T17:00:00+0000,55.5,6.05
Munich,2020-09-26T17:00:00+0000,55.2,6.64
Munich,2020-09-27T17:00:00+0000,54.9,7.42
Munich,2020-09-28T17:00:00+0000,54.6,8.39
Munich,2020-09-29T17:00:00+0000,54.3,9.56
Munich,2020-09-30T17:00:00+0000,54.2,10.93
Munich,2020-10-01T17:00:00+0000,54.3,12.1
Munich,2020-10-02T17:00:00+0000,54.8,13.08
Munich,2020-10-03T17:00:00+0000,55.4,13.86
Munich,2020-10-04T17:00:00+0000,56.5,14.64
Munich,2020-10-05T17:00:00+0000,57.9,15.22
Munich,2020-10-06T17:00:00+0000,59.7,15.42
Munich,2020-10-07T17:00:00+0000,61.6,15.22
Munich,2020-10-08T17:00:00+0000,63.9,15.22
Munich,2020-10-09T17:00:00+0000,66.3,15.61
Munich,2020-10-10T17:00:00+0000,68.9,16
Munich,2020-10-11T17:00:00+0000,71.7,16.2
Munich,2020-10-12T17:00:00+0000,74.8,16.39
Munich,2020-10-13T17:00:00+0000,78.2,16.98
Munich,2020-10-14T17:00:00+0000,82,18.15
Munich,2020-10-15T17:00:00+0000,86.3,19.13
Munich,2020-10-16T17:00:00+0000,90.8,19.71
Munich,2020-10-17T17:00:00+0000,95.7,20.69
Munich,2020-10-18T17:00:00+0000,101,22.05
Munich,2020-10-19T17:00:00+0000,106.4,23.81
Munich,2020-10-20T17:00:00+0000,112,26.35
Munich,2020-10-21T17:00:00+0000,117.8,28.88
Munich,2020-10-22T17:00:00+0000,123.5,32.01
Munich,2020-10-23T17:00:00+0000,129.3,35.71
Munich,2020-10-24T17:00:00+0000,135.2,39.62
Munich,2020-10-25T17:00:00+0000,141.1,43.52
Munich,2020-10-26T17:00:00+0000,147.3,47.42
Munich,2020-10-27T17:00:00+0000,153.7,50.94
Munich,2020-10-28T17:00:00+0000,160.2,54.64
Munich,2020-10-29T17:00:00+0000,167.2,58.74
Munich,2020-10-30T17:00:00+0000,174.7,63.43
Munich,2020-10-31T17:00:00+0000,182.5,69.09
Munich,2020-11-01T17:00:00+0000,190.5,75.92
Munich,2020-11-02T17:00:00+0000,198.5,83.92
Munich,2020-11-03T17:00:00+0000,206.5,92.7
Munich,2020-11-04T17:00:00+0000,214.2,102.07
Munich,2020-11-05T17:00:00+0000,221.6,112.02
Munich,2020-11-06T17:00:00+0000,228.4,122.17
Munich,2020-11-07T17:00:00+0000,234.8,131.73
Munich,2020-11-08T17:00:00+0000,240.7,140.52
Munich,2020-11-09T17:00:00+0000,246.1,148.71
Munich,2020-11-10T17:00:00+0000,251.2,155.93
Munich,2020-11-11T17:00:00+0000,256.1,162.76
Munich,2020-11-12T17:00:00+0000,260.5,168.81
Munich,2020-11-13T17:00:00+0000,264.6,174.28
Munich,2020-11-14T17:00:00+0000,268,179.55
Munich,2020-11-15T17:00:00+0000,270.5,184.82
Munich,2020-11-16T17:00:00+0000,272.5,189.89
Munich,2020-11-17T17:00:00+0000,273.9,195.36
Munich,2020-11-18T17:00:00+0000,274.8,201.21
Munich,2020-11-19T17:00:00+0000,274.8,206.87
Munich,2020-11-20T17:00:00+0000,273.8,212.53
Munich,2020-11-21T17:00:00+0000,272.5,218.19
Munich,2020-11-22T17:00:00+0000,271.1,223.85
Munich,2020-11-23T17:00:00+0000,269.3,229.51
Munich,2020-11-24T17:00:00+0000,267.5,235.17
Munich,2020-11-25T17:00:00+0000,265.7,240.44
Munich,2020-11-26T17:00:00+0000,264.3,245.9
Munich,2020-11-27T17:00:00+0000,263.4,250.98
Munich,2020-11-28T17:00:00+0000,263,255.66
Munich,2020-11-29T17:00:00+0000,263.2,260.15
Munich,2020-11-30T17:00:00+0000,263.7,265.03
Munich,2020-12-01T17:00:00+0000,264.2,270.3
Munich,2020-12-02T17:00:00+0000,264.8,276.54
Munich,2020-12-03T17:00:00+0000,265.3,284.35
Munich,2020-12-04T17:00:00+0000,266.4,294.11
Munich,2020-12-05T17:00:00+0000,268.4,305.82
Munich,2020-12-06T17:00:00+0000,271.3,319.28
Munich,2020-12-07T17:00:00+0000,274.9,333.92
Munich,2020-12-08T17:00:00+0000,279.2,348.56
Munich,2020-12-09T17:00:00+0000,284.1,362.02
Munich,2020-12-10T17:00:00+0000,289.5,373.34
Munich,2020-12-11T17:00:00+0000,294.3,381.93
Munich,2020-12-12T17:00:00+0000,297.5,387.2
Munich,2020-12-13T17:00:00+0000,299.1,389.15
Munich,2020-12-14T17:00:00+0000,299.8,387.78
Munich,2020-12-15T17:00:00+0000,299.2,385.05
Munich,2020-12-16T17:00:00+0000,297.3,381.73
Munich,2020-12-17T17:00:00+0000,294,378.42
Munich,2020-12-18T17:00:00+0000,290.4,376.27
Munich,2020-12-19T17:00:00+0000,286.6,375.88
Munich,2020-12-20T17:00:00+0000,282.5,376.85
Munich,2020-12-21T17:00:00+0000,278.1,378.22
Munich,2020-12-22T17:00:00+0000,273.7,379
Munich,2020-12-23T17:00:00+0000,269.1,378.61
Munich,2020-12-24T17:00:00+0000,264.5,376.07
Munich,2020-12-25T17:00:00+0000,259.4,370.8
Munich,2020-12-26T17:00:00+0000,253.9,363
Munich,2020-12-27T17:00:00+0000,248,352.85
Munich,2020-12-28T17:00:00+0000,241.6,341.14
Munich,2020-12-29T17:00:00+0000,234.7,329.04
Munich,2020-12-30T17:00:00+0000,227.6,317.14
Munich,2020-12-31T17:00:00+0000,220.4,306.01
Munich,2021-01-01T17:00:00+0000,214.2,295.86
Munich,2021-01-02T17:00:00+0000,209.1,287.08
Munich,2021-01-03T17:00:00+0000,205,279.86
Munich,2021-01-04T17:00:00+0000,201.6,274.4
Munich,2021-01-05T17:00:00+0000,199,268.54
Munich,2021-01-06T17:00:00+0000,196.8,261.9
Munich,2021-01-07T17:00:00+0000,195,254.29
Munich,2021-01-08T17:00:00+0000,192.6,245.32
Munich,2021-01-09T17:00:00+0000,189.7,234.39
Munich,2021-01-10T17:00:00+0000,186.1,221.9
Munich,2021-01-11T17:00:00+0000,182.3,208.24
Munich,2021-01-12T17:00:00+0000,178.1,194.96
Munich,2021-01-13T17:00:00+0000,173.9,182.28
Munich,2021-01-14T17:00:00+0000,169.4,170.77
Munich,2021-01-15T17:00:00+0000,164.8,160.62
Munich,2021-01-16T17:00:00+0000,159.9,151.64
Munich,2021-01-17T17:00:00+0000,154.8,143.64
Munich,2021-01-18T17:00:00+0000,149.5,136.42
Munich,2021-01-19T17:00:00+0000,143.9,129.78
Munich,2021-01-20T17:00:00+0000,138,123.73
Munich,2021-01-21T17:00:00+0000,131.6,118.46
Munich,2021-01-22T17:00:00+0000,125,113.97
Munich,2021-01-23T17:00:00+0000,118.6,110.46
Munich,2021-01-24T17:00:00+0000,112.5,107.73
Munich,2021-01-25T17:00:00+0000,106.6,105.58
Munich,2021-01-26T17:00:00+0000,101.1,103.63
Munich,2021-01-27T17:00:00+0000,96,101.87
Munich,2021-01-28T17:00:00+0000,91.4,99.92
Munich,2021-01-29T17:00:00+0000,87.3,97.97
Munich,2021-01-30T17:00:00+0000,83.4,96.02
Munich,2021-01-31T17:00:00+0000,79.8,94.07
Munich,2021-02-01T17:00:00+0000,76.4,91.92
Munich,2021-02-02T17:00:00+0000,73.3,89.58
Munich,2021-02-03T17:00:00+0000,70.2,86.85
Munich,2021-02-04T17:00:00+0000,67.2,83.72
Munich,2021-02-05T17:00:00+0000,64.4,80.02
Munich,2021-02-06T17:00:00+0000,61.8,75.72
Munich,2021-02-07T17:00:00+0000,59.3,70.84
Munich,2021-02-08T17:00:00+0000,56.9,65.57
Munich,2021-02-09T17:00:00+0000,54.6,60.11
Munich,2021-02-10T17:00:00+0000,52.6,54.84
Munich,2021-02-11T17:00:00+0000,51,49.77
Munich,2021-02-12T17:00:00+0000,49.5,44.69
Munich,2021-02-13T17:00:00+0000,48.2,39.62
Munich,2021-02-14T17:00:00+0000,47.1,34.54
Munich,2021-02-15T17:00:00+0000,46.3,29.47
Munich,2021-02-16T17:00:00+0000,45.7,25.18
Munich,2021-02-17T17:00:00+0000,45.1,21.47
Munich,2021-02-18T17:00:00+0000,44.5,18.35
Munich,2021-02-19T17:00:00+0000,44.2,16.2
Munich,2021-02-20T17:00:00+0000,44,15.03
Munich,2021-02-21T17:00:00+0000,44.1,14.64
Munich,2021-02-22T17:00:00+0000,44.3,15.03
Munich,2021-02-23T17:00:00+0000,44.9,15.42
Munich,2021-02-24T17:00:00+0000,45.8,16
Munich,2021-02-25T17:00:00+0000,47,16.78
Munich,2021-02-26T17:00:00+0000,48.5,17.56
Munich,2021-02-27T17:00:00+0000,50.3,18.35
Munich,2021-02-28T17:00:00+0000,52.4,19.32
Munich,2021-03-01T17:00:00+0000,54.7,20.49
Munich,2021-03-02T17:00:00+0000,57.1,21.86
Munich,2021-03-03T17:00:00+0000,59.7,23.03
Munich,2021-03-04T17:00:00+0000,62.3,24
Munich,2021-03-05T17:00:00+0000,64.9,25.18
Munich,2021-03-06T17:00:00+0000,67.6,26.54
Munich,2021-03-07T17:00:00+0000,70.3,28.1
Munich,2021-03-08T17:00:00+0000,73.1,29.86
Munich,2021-03-09T17:00:00+0000,75.9,31.62
Munich,2021-03-10T17:00:00+0000,78.9,33.57
Munich,2021-03-11T17:00:00+0000,82,35.71
Munich,2021-03-12T17:00:00+0000,85.2,37.47
Munich,2021-03-13T17:00:00+0000,88.4,38.84
Munich,2021-03-14T17:00:00+0000,91.6,40.01
Munich,2021-03-15T17:00:00+0000,94.9,40.98
Munich,2021-03-16T17:00:00+0000,98.2,41.96
Munich,2021-03-17T17:00:00+0000,101.6,42.94
Munich,2021-03-18T17:00:00+0000,105,43.91
Munich,2021-03-19T17:00:00+0000,108.4,45.08
Munich,2021-03-20T17:00:00+0000,111.5,46.45
Munich,2021-03-21T17:00:00+0000,114.1,47.81
Munich,2021-03-22T17:00:00+0000,116.2,49.18
Munich,2021-03-23T17:00:00+0000,118,50.55
Munich,2021-03-24T17:00:00+0000,119.3,51.91
Munich,2021-03-25T17:00:00+0000,120.1,53.08
Munich,2021-03-26T17:00:00+0000,120.5,53.86
Munich,2021-03-27T17:00:00+0000,121.1,54.25
Munich,2021-03-28T17:00:00+0000,121.8,54.25
Munich,2021-03-29T17:00:00+0000,122.9,53.86
Munich,2021-03-30T17:00:00+0000,124.2,53.28
Munich,2021-03-31T17:00:00+0000,125.8,52.3
Munich,2021-04-01T17:00:00+0000,127.8,51.13
Munich,2021-04-02T17:00:00+0000,130,49.96
Munich,2021-04-03T17:00:00+0000,132.5,48.99
Munich,2021-04-04T17:00:00+0000,135.4,48.2
Munich,2021-04-05T17:00:00+0000,138.5,47.62
Munich,2021-04-06T17:00:00+0000,141.9,47.03
Munich,2021-04-07T17:00:00+0000,145.2,46.64
Munich,2021-04-08T17:00:00+0000,148.8,46.45
Munich,2021-04-09T17:00:00+0000,152.4,46.45
Munich,2021-04-10T17:00:00+0000,156,46.64
Munich,2021-04-11T17:00:00+0000,159.7,47.03
Munich,2021-04-12T17:00:00+0000,163.4,47.62
Munich,2021-04-13T17:00:00+0000,167.1,48.4
Munich,2021-04-14T17:00:00+0000,171.1,49.38
Munich,2021-04-15T17:00:00+0000,175.1,50.74
Munich,2021-04-16T17:00:00+0000,179.2,52.5
Munich,2021-04-17T17:00:00+0000,182.9,54.45
Munich,2021-04-18T17:00:00+0000,186.1,56.6
Munich,2021-04-19T17:00:00+0000,188.8,58.74
Munich,2021-04-20T17:00:00+0000,190.9,60.69
Munich,2021-04-21T17:00:00+0000,192.4,62.65
Munich,2021-04-22T17:00:00+0000,193.3,64.4
Munich,2021-04-23T17:00:00+0000,193.4,65.96
Munich,2021-04-24T17:00:00+0000,192.6,67.14
Munich,2021-04-25T17:00:00+0000,190.8,67.72
Munich,2021-04-26T17:00:00+0000,188.1,67.92
Munich,2021-04-27T17:00:00+0000,184.5,67.92
Munich,2021-04-28T17:00:00+0000,180.2,67.53
Munich,2021-04-29T17:00:00+0000,174.9,66.94
Munich,2021-04-30T17:00:00+0000,169,66.16
Munich,2021-05-01T17:00:00+0000,163.2,65.18
Munich,2021-05-02T17:00:00+0000,157.4,64.21
Munich,2021-05-03T17:00:00+0000,151.6,63.23
Munich,2021-05-04T17:00:00+0000,145.7,62.26
Munich,2021-05-05T17:00:00+0000,139.8,61.09
Munich,2021-05-06T17:00:00+0000,133.9,59.52
